"date","time.uhi.min","min.urb","min.rur","min.urb.q002","min.rur.q002","time.uhi.max","max.urb","max.rur","max.urb.q098","max.rur.q098","uhi.med","med.urb","med.rur"
2021-01-01,2021-01-01 02:00:00,-3.60425353050232,-3.60378575325012,-3.56809019565582,-3.46356776714325,2021-01-01 12:00:00,7.56289052963257,7.45972204208374,7.48592004776001,7.29563382148743,0,0.330502518751275,0.285066154188872
2021-01-02,2021-01-02 08:30:00,-4.57648992538452,-4.55972194671631,-4.30034718513489,-3.89541659355164,2021-01-02 12:00:00,6.31001138687134,6.37135410308838,6.25767035484314,6.30416679382324,0,0.559111536631598,0.57722730829224
2021-01-03,2021-01-03 08:00:00,-0.493089318275452,-0.462765246629715,-0.468424478173256,-0.42982987165451,2021-01-03 12:00:00,4.69584274291992,4.65972185134888,4.64872651100159,4.59291664123535,0,1.32632888581003,1.3606467874287
2021-01-04,2021-01-04 06:00:00,0.553472220897675,0.5,0.581406259536743,0.5,2021-01-04 11:30:00,3.39564514160156,3.38611102104187,3.35004059314728,3.33055543899536,0,1.48960765581701,1.51082228154497
2021-01-05,2021-01-05 07:00:00,-0.0465277768671513,-0.0979166701436043,-0.0176215285435319,-0.0909722223877907,2021-01-05 12:00:00,3.39515352249146,3.39027786254883,3.33854603767395,3.36100015640259,0,1.20974942058285,1.24167452569231
2021-01-06,2021-01-06 21:00:00,-1.1465277671814,-1.19583332538605,-1.11762155294418,-1.18819451332092,2021-01-06 12:30:00,4.49376916885376,4.58541679382324,4.43709497451782,4.52691017150879,0,1.16758225271773,1.20141405946993
2021-01-07,2021-01-07 00:00:00,-0.893055558204651,-1,-0.836966168880463,-1,2021-01-07 11:00:00,6.51096630096436,6.66653633117676,6.48627734184265,6.6061785697937,0,1.6599869446642,1.63699263648099
2021-01-08,2021-01-08 09:00:00,-6.09134817123413,-7.94865465164185,-5.15390214920044,-6.5396556186676,2021-01-08 12:30:00,5.42559814453125,5.76180553436279,5.3515682220459,5.69236135482788,0.2,1.50996681056628,1.33785585128114
2021-01-09,2021-01-09 06:30:00,-3.31171870231628,-3.31210947036743,-3.29330244541168,-3.17077459812164,2021-01-09 12:00:00,9.38541603088379,9.38541603088379,9.33563766479492,9.34375,0.1,0.1841920553188,0.0490807457873897
2021-01-10,2021-01-10 00:00:00,-2.20000004768372,-2.20000004768372,-2.20000004768372,-2.20000004768372,2021-01-10 12:00:00,11.6750001907349,11.6750001907349,11.5916662216187,11.5248612213135,0.2,1.01622184102379,0.866220614690846
2021-01-11,2021-01-11 07:30:00,-8.40000057220459,-8.35624980926514,-8.23240766525269,-8.14837329864502,2021-01-11 12:00:00,7.49127626419067,7.47782135009766,7.47866501808167,7.34652757644653,0,3.1149688121437,3.06502799397921
2021-01-12,2021-01-12 19:00:00,-2.80676603317261,-4.28333330154419,-2.21417818069458,-4.11666679382324,2021-01-12 11:00:00,10.9890918731689,10.9248552322388,10.9220104217529,10.8711109924316,0.3,5.51966877115551,5.25648770071997
2021-01-13,2021-01-13 05:00:00,-1.19513893127441,-1.19513893127441,-1.1844806432724,-1.18652785301208,2021-01-13 12:00:00,8.46848964691162,8.75118637084961,8.39220685958862,8.59243759155273,0.1,2.86330508819598,2.80134776221095
2021-01-14,2021-01-14 23:30:00,-2.09430932998657,-2.01579856872559,-2.07336649894714,-1.992154712677,2021-01-14 10:30:00,5.9851131439209,6.25625038146973,5.9063898563385,6.12461486816406,0,1.49228531640652,1.50534605743244
2021-01-15,2021-01-15 08:00:00,-9.59236145019531,-11.6291666030884,-9.55743083953857,-11.0597219467163,2021-01-15 12:30:00,3.09515333175659,3.04166650772095,3.03784720897675,2.97148559570312,0,-1.81642146146698,-1.81091489862033
2021-01-16,2021-01-16 01:00:00,-5.34652805328369,-5.39791679382324,-5.31180572509766,-5.39097213745117,2021-01-16 12:00:00,1.99654221534729,2.17083334922791,1.9576432466507,2.08750009536743,0,-1.87055928708713,-1.85632125194992
2021-01-17,2021-01-17 01:00:00,-4.77621555328369,-5.28958368301392,-4.68841209411621,-5.25486135482788,2021-01-17 12:00:00,10.2755212783813,10.1904516220093,10.2180687904358,10.1576509475708,0.1,3.72997686461089,3.6639758699562
2021-01-19,2021-01-19 00:00:00,3.3534722328186,3.30416655540466,3.38321766853333,3.31180548667908,2021-01-19 11:30:00,10.2599830627441,10.3847217559814,10.2348360061646,10.3532305908203,-0.1,6.53394238816012,6.60097332399181
2021-01-20,2021-01-20 01:00:00,5.19999980926514,5.19999980926514,5.19999980926514,5.19999980926514,2021-01-20 12:30:00,11.0965375900269,11.1000003814697,11.074654006958,11.1000003814697,-0.1,8.12748773830899,8.18448476549884
2021-01-21,2021-01-21 07:30:00,-2.3661892414093,-3.41874980926514,-2.22426071166992,-2.77210073471069,2021-01-21 00:00:00,10.6465473175049,10.7916669845581,10.6041283607483,10.7763891220093,0,7.60945432625641,7.5755506274219
2021-01-22,2021-01-22 19:30:00,-0.592361152172089,-0.629861116409302,-0.560376638174057,-0.622916698455811,2021-01-22 12:30:00,10.9937744140625,10.9708337783813,10.9215353012085,10.9291667938232,0.1,3.58113888822485,3.51763315543243
